"CompanyID","ShopNumber","streetaddress1","LocationCity","LocationState","LocationPostalCode","Phone","LocationCountry","locationregion","Longitude","Latitude","LocationEmail","StatusFlag","CenterPrimaryContact","CenterWebsite","HoursWeekdayOpen","HoursWeekdayClose","HoursSaturdayOpen","HoursSaturdayClose","HoursSundayOpen","HoursSundayClose","LocationDirections","StarRating","OpenDate","ABSBrakeService","ACSService","Batteries","Belts","BrakeFluidFlush","Clutches","CoolingSystemService","FuelInjection","OilChangeService","SeHablaEspanol","ShuttleService","SmogCheck","StateInspection","TireRotation","Tires","TrailerHitches","TranssmissionFluidService","TuneUps","WheelAlignment","WheelBalancing","WiperBlades","AmericanExpress","ASESymbol","DinersClub","Discover","Mastercard","MeinekeCreditCard","MilitaryDiscount","SeniorDiscount","Visa","streetaddress2","SEM-CAM","MinorEngineRepair","MotorVehicleInspections","OntarioSafetyInspection","EngineDiagnostics","Brakes","Exhaust","RideControl","FrontEndRepair","EmissionsTesting","ComputerDiagnostic","ExhaustSystemsMufflers","ScheduleMaintenance","Electrical","ShocksStruts","SteeringSuspension","MaintenanceInspection","PerformanceExhaust","CVJoints","DrivelineService","TransmissionServices","HeatingSystemRepair","TireSales","TowingService","FleetServices"
"1","11","5015 Telephone Road","HOUSTON","TX","77087-3505","713/641-2591","US","SG","-95.298419","29.690617","shop.11@meineke.net","Closed","","http://www.meineke.com/Center/11.aspx","7:30 AM","6:00 PM","7:30 AM","6:00 PM","NotOpen","NotOpen","(South of Loop 610)","1","11/12/1975","0","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","1","1","0","1","1","1","","","0","0","0","0","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","12","3321 Fondren","HOUSTON","TX","77063-5622","713/781-6611","US","SG","","","shop.12@meineke.net","Closed","","http://www.meineke.com/Center/12.aspx","7:30 AM","6:00 PM","7:30 AM","6:00 PM","","","(Corner of Richmond)","","12/12/1973","0","0","0","1","0","0","1","0","1","1","0","0","0","0","0","0","0","0","1","1","0","1","1","0","1","1","0","1","1","1","","","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","14","928 U. S. Highway 9 South","SAYREVILLE","NJ","08879","732/727-0035","US","NE","-74.296219","40.464973","shop.14@meineke.net","Closed","","http://www.meineke.com/Center/14.aspx","7:30 AM","6:00 PM","7:30 AM","4:00 PM","NotOpen","NotOpen","(500 Feet south of Bordentown Avenue)","","02/16/1980","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","1","0","1","1","1","","","0","0","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","15","1399 SAINT GEORGES AVE","COLONIA","NJ","07067-3637","732-396-0550","US","NE","","","shop.15@meineke.net","Closed","","http://www.meineke.com/Center/15.aspx","","","","","","","(With B&F Auto)","","02/01/1974","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","16","3401 Westbank Expressway","HARVEY","LA","70058-2645","504/341-8556","US","SG","-90.08479","29.897457","shop.16@meineke.net","Open","JUDITH VELASQUEZ","http://www.meineke.com/Center/16.aspx","8:00 AM","6:00 PM","8:00 AM","5:00 PM","NotOpen","NotOpen","(Marrero Side of Harvey Tunnel)","2","03/02/1974","1","0","1","1","1","1","1","1","0","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","1","1","0","0","0","1","","504/533-4570","1","0","0","0","1","1","1","1","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0"
"1","17","6500 Harrisburg","HOUSTON","TX","77011-4428","713/923-2835","US","SG","","","shop.17@meineke.net","Closed","","http://www.meineke.com/Center/17.aspx","","","","","","","(Corner of 65th)","","03/04/1974","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","18","4370 William Penn Highway","MURRYSVILLE","PA","15668-1914","724/327-4490","US","NE","","","shop.18@meineke.net","Closed","","http://www.meineke.com/Center/18.aspx","","","","","","","(At Branthoover Cutoff)","","09/26/1983","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","1","0","1","1","0","1","1","0","0","1","1","","","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","19","1215 Decker Drive","Baytown","TX","77520-4438","281/427-0451","US","SG","-94.980897","29.739537","shop.19@meineke.net","Open","Kenneth Mason","http://www.meineke.com/Center/19.aspx","8:00 AM","6:00 PM","8:00 AM","6:00 PM","NotOpen","NotOpen","(Near the old San Jacinto Hospital)","3","03/23/1974","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","","832/572-5875","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"1","20","4528 Broadway and 46th St.","Galveston","TX","77550","409/765-6689","US","SG","","","shop.20@meineke.net","Closed","","http://www.meineke.com/Center/20.aspx","7:30 AM","6:00 PM","7:30 AM","6:00 PM","","","(Outbound Side)","","05/01/1974","0","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","1","1","0","1","1","1","","","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","21","4751-A Highway 6 North","HOUSTON","TX","77084-3400","281/550-8958","US","SG","-95.646801","29.845162","shop.21@meineke.net","Closed","","http://www.meineke.com/Center/21.aspx","7:30 AM","6:00 PM","7:30 AM","5:00 PM","NotOpen","NotOpen","(2 Blocks north of Clay Road)","","08/01/1974","1","1","1","1","1","1","1","1","1","1","0","0","1","1","0","0","1","1","1","1","1","1","0","0","1","1","0","1","1","1","","","1","1","0","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","22","1224 S.W.MILITARY","SAN ANTONIO","TX","78221","210/924-5585","US","SG","","","shop.22@meineke.net","Closed","","http://www.meineke.com/Center/22.aspx","","","","","","","(3/4 Mile East of Interstate 35)","","06/08/1974","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","23","7941 Burnet Road","AUSTIN","TX","78757-8115","512/451-7359","US","SG","-97.730271","30.357675","shop.23@meineke.net","Open","CHARLES MOORE","http://www.meineke.com/Center/23.aspx","7:30 AM","6:00 PM","7:30 AM","6:00 PM","NotOpen","NotOpen","(Near Anderson Lane)","2","06/20/1974","1","1","1","1","1","1","1","1","1","1","1","0","1","1","0","1","1","1","0","0","1","1","1","0","1","1","0","0","0","1","","512/387-3821","1","0","0","1","1","1","1","1","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0"
"1","24","10829 South Post Oak","HOUSTON","TX","77035-3101","713/721-4491","US","SG","-95.463976","29.662809","shop.24@meineke.net","Open","JAMES KING SR","http://www.meineke.com/Center/24.aspx","7:30 AM","6:00 PM","7:30 AM","6:00 PM","NotOpen","NotOpen","(Between South Main and Loop 610)","1","08/29/1980","1","1","1","1","1","1","1","1","1","1","0","0","0","1","0","0","1","1","1","0","1","1","1","0","1","1","1","1","1","1","","832/271-3204","1","0","0","1","1","1","1","1","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0"
"1","25","595 S 11TH ST","BEAUMONT","TX","77701-3828","409/833-6324","US","SG","","","shop.25@meineke.net","Closed","","http://www.meineke.com/Center/25.aspx","","","","","","","(Just North of Gateway Shopping Center, corner of Fannin,","","03/01/1975","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","26","545 North Highway 67","FLORISSANT","MO","63031-5103","314/921-5555","US","NC","-90.337516","38.798454","shop.26@meineke.net","Open","CHRISTOPHER KNOP","http://www.meineke.com/Center/26.aspx","7:30 AM","6:00 PM","7:30 AM","4:00 PM","NotOpen","NotOpen","(1 Block south of Patterson Road)","3","07/05/1977","1","1","1","1","1","0","1","1","1","0","1","0","1","1","1","1","1","1","1","1","1","1","1","0","1","1","0","1","1","1","","314/896-1873","1","1","0","1","1","1","1","1","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0"
"1","27","1866 SPRINGFIELD AVE","MAPLEWOOD","NJ","07040-2930","201/763-3802","US","NE","","","shop.27@meineke.net","Closed","","http://www.meineke.com/Center/27.aspx","","","","","","","(Between Prospect and Yale Street)","","11/01/1974","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","28","3722 Lemay Ferry Road","SAINT LOUIS","MO","63125-4506","314/894-0333","US","NC","-90.322576","38.508439","shop.28@meineke.net","Open","J. Johnson","http://www.meineke.com/Center/28.aspx","7:30 AM","6:00 PM","7:30 AM","4:00 PM","NotOpen","NotOpen","(Opposite Big Kmart)","3","07/05/1977","1","1","1","1","1","1","1","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","","314/635-9143","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0"
"1","29","3244 Route 35","HAZLET","NJ","07730","732/739-4440","US","NE","-74.188361","40.421672","shop.29@meineke.net","Closed","","http://www.meineke.com/Center/29.aspx","7:30 AM","6:00 PM","7:30 AM","6:00 PM","","","(1 Mile south of Route 36 Junction, same building as Lee Myles)","","06/29/1981","1","0","1","1","0","0","0","0","1","0","1","0","0","0","0","0","0","1","1","1","0","1","0","0","1","1","0","1","1","1","","","0","0","0","0","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","30","4426 South Kingshighway","SAINT LOUIS","MO","63109-2425","314/352-3050","US","NC","-90.275403","38.587954","shop.30@meineke.net","Open","IVIS BOLLINGER","http://www.meineke.com/Center/30.aspx","7:30 AM","6:00 PM","7:30 AM","6:00 PM","NotOpen","NotOpen","(1 Block north of White Castle)","2","03/01/1975","1","1","1","1","1","0","1","1","1","0","1","0","1","1","1","0","1","1","0","1","1","1","0","0","1","1","0","0","0","1","","314/896-2073","1","1","0","1","1","1","1","1","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0"
"1","31","6801 Chef Menteur Highway","NEW ORLEANS","LA","70126-5213","504/246-0648","US","SG","","","shop.31@meineke.net","Closed","","http://www.meineke.com/Center/31.aspx","","","","","","","(Between Crowder and Downman)","","04/03/1975","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","1","1","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","32","1225 UVALDE RD","HOUSTON","TX","77015-3744","713/455-8187","US","SG","","","shop.32@meineke.net","Closed","","http://www.meineke.com/Center/32.aspx","","","","","","","(At Uvalde and Interstate 10)","","10/25/1975","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","33","5820 Kirby Drive","HOUSTON","TX","77005-2410","713/661-4888","US","SG","-95.418751","29.719504","shop.33@meineke.net","Open","JAMES KING SR","http://www.meineke.com/Center/33.aspx","7:30 AM","6:00 PM","7:30 AM","6:00 PM","NotOpen","NotOpen","(Between Sunset and Rice)","2","10/06/1975","1","1","1","1","1","1","1","1","1","1","0","0","1","1","0","0","1","1","1","0","1","1","1","0","1","1","0","0","1","1","","832/844-2305","1","0","0","1","1","1","1","1","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0"
"1","34","13503 Westheimer","HOUSTON","TX","77077-3405","281/589-2850","US","SG","","","shop.34@meineke.net","Closed","","http://www.meineke.com/Center/34.aspx","","","","","","","(Between Eldridge and Highway 6)","","01/28/1991","0","1","0","1","0","0","1","0","1","0","0","0","0","0","0","0","1","1","1","1","0","1","1","0","1","1","0","0","1","1","","","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","35","1648 Savannah Highway","CHARLESTON","SC","29407-6257","843/766-4236","US","SA","","","shop.35@meineke.net","Closed","","http://www.meineke.com/Center/35.aspx","7:30 AM","6:00 PM","7:30 AM","4:00 PM","NotOpen","NotOpen","(Across the street from Palmetto Ford)","","07/02/1975","1","1","1","1","0","0","1","0","1","0","1","0","0","0","1","1","1","1","1","1","0","1","1","1","1","1","0","1","1","1","","","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","36","8512 Watson Road","CRESTWOOD","MO","63119","314/842-7525","US","NC","","","shop.36@meineke.net","Closed","","http://www.meineke.com/Center/36.aspx","7:30 AM","6:00 PM","7:30 AM","6:00 PM","NotOpen","NotOpen","(1 Block east of Elm)","","10/03/1980","1","1","1","1","0","0","1","0","1","0","0","0","1","0","1","1","1","1","0","1","0","1","1","0","1","1","0","1","1","1","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","37","171 U.S. Highway 46 West","LODI","NJ","07644-3603","973/773-1034","US","NE","-74.0718","40.8762","shop.37@meineke.net","Open","KUNJUKUTTY PHILIPOSE","http://www.meineke.com/Center/37.aspx","7:30 AM","5:30 PM","7:30 AM","4:00 PM","NotOpen","NotOpen","(1/4 Mile west of Route 17)","2","05/07/1975","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","0","0","1","1","","862/591-3601","1","0","0","1","1","1","1","1","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0"
"1","38","715 Route 10","WHIPPANY","NJ","07981","973/887-4200","US","NE","","","shop.38@meineke.net","Closed","","http://www.meineke.com/Center/38.aspx","","","","","","","(Approximately 1 Mile East of Route 287)","","11/20/1979","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","1","1","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","39","2096 Jericho Turnpike","NEW HYDE PARK","NY","11040-4729","516/437-7171","US","NE","-73.671329","40.736519","shop.39@meineke.net","Open","GERALD BYRNE","http://www.meineke.com/Center/39.aspx","8:00 AM","6:00 PM","8:00 AM","4:00 PM","NotOpen","NotOpen","(Corner of Jericho Turnpike and Denton Avenue)","4","05/17/1976","1","0","1","1","1","0","1","1","1","0","0","1","1","1","1","1","0","1","0","1","1","1","1","0","1","1","0","0","1","1","","516/321-0760","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0"
"1","40","15820 Northwest Freeway","JERSEY VILLAGE","TX","77040-1999","713/896-6288","US","SG","-95.561133","29.876657","shop.40@meineke.net","Closed","","http://www.meineke.com/Center/40.aspx","7:30 AM","6:00 PM","7:30 AM","4:00 PM","NotOpen","NotOpen","(Between Beltway 8 & Senate Dr.)","","12/30/1976","1","1","1","1","1","1","1","1","1","1","1","0","0","1","0","0","1","1","1","1","1","1","0","0","1","1","0","1","1","1","","","1","0","0","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","41","661 Highway 35 North","MIDDLETOWN","NJ","07748-3463","732/671-1010","US","NE","","","shop.41@meineke.net","Closed","","http://www.meineke.com/Center/41.aspx","","","","","","","(Across the street from Cooper Electric)","","03/20/1976","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","42","661 Highway 35 North","MIDDLETOWN","NJ","07748-3463","732/671-1010","US","NE","","","shop.42@meineke.net","Closed","","http://www.meineke.com/Center/42.aspx","","","","","","","(Across the street from Cooper Electric)","","05/01/1978","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","1","1","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","43","3005 North Federal Highway","POMPANO BEACH","FL","33064-6851","954/943-5920","US","SA","-80.098770","26.268182","shop.43@meineke.net","Open","FRANK RAMNARINE","http://www.meineke.com/Center/43.aspx","7:30 AM","6:00 PM","7:30 AM","4:00 PM","NotOpen","NotOpen","(3 Blocks south of Sample Road)","1","06/01/1976","1","0","1","1","1","1","1","0","1","0","0","0","0","1","1","0","0","0","1","1","1","1","1","0","0","1","0","0","0","1","","954/459-4648","0","0","0","1","1","1","1","1","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0"
"1","44","3727 South Claiborne Ave***","NEW ORLEANS","LA","70125-4603","504/821-2280","US","SG","","","shop.44@meineke.net","Closed","","http://www.meineke.com/Center/44.aspx","","","","","","","(Between Napoleon and Louisiana Avenue)","","10/02/1976","0","0","1","1","0","0","1","0","1","0","0","0","0","0","0","0","1","1","0","0","0","1","1","0","1","1","0","0","1","1","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","45","497 Brick Boulevard","BRICK TOWN","NJ","08723-6055","732/920-1998","US","NE","-74.141669869","40.0510121","shop.45@meineke.net","Open","REEVES VAN DUZER","http://www.meineke.com/Center/45.aspx","7:30 AM","6:00 PM","7:30 AM","4:00 PM","NotOpen","NotOpen","(Route 549 North)","3","04/23/1976","1","1","1","1","1","0","1","1","0","0","1","0","0","1","0","0","0","1","0","0","1","1","1","0","1","1","1","1","1","1","","732/965-8164","1","1","0","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0"
"1","46","677 Glen Cove Road","GLEN HEAD","NY","11545-1930","516/676-9100","US","NE","","","shop.46@meineke.net","Closed","","http://www.meineke.com/Center/46.aspx","7:30 AM","6:00 PM","7:30 AM","6:00 PM","NotOpen","NotOpen","(2 Miles north of Northern Boulevard near Junction 107)","","05/12/1980","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","0","1","1","0","1","1","1","","","1","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","48","714 U.S. Highway 22 East","NORTH PLAINFIELD","NJ","07060","908/561-8080","US","NE","-74.438316","40.626493","shop.48@meineke.net","Open","ANTHONY SZPAK","http://www.meineke.com/Center/48.aspx","7:30 AM","6:00 PM","7:30 AM","4:00 PM","NotOpen","NotOpen","(Corner of Somerset Street and Route 22 East)","2","01/27/1976","1","1","1","1","1","1","1","1","1","1","0","0","0","1","1","0","1","1","1","1","1","1","0","0","1","1","0","1","1","1","","908/731-0805","1","0","0","1","1","1","1","1","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0"
"1","49","1111 Pecan Avenue","CHARLOTTE","NC","28205","704/334-5332","US","SA","-80.814513","35.218851","shop.49@meineke.net","Open","John  Pyle","http://www.meineke.com/Center/49.aspx","7:30 AM","6:00 PM","8:00 AM","4:30 PM","NotOpen","NotOpen","(At Central Avenue, across the street from Camera World)","NA","09/27/1976","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","1","1","0","0","0","0","1","1","1","1","1","0","1","1","1","","980/785-1237","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0"
"1","50","3718 Hempstead Turnpike","LEVITTOWN","NY","11756-5601","516/735-5333","US","NE","-73.5002206","40.72549","shop.50@meineke.net","Open","DANI HAREL","http://www.meineke.com/Center/50.aspx","8:00 AM","6:00 PM","8:00 AM","4:00 PM","NotOpen","NotOpen","(1/4 Mile east of Nassau Mall)","2","05/20/1976","1","1","1","1","1","1","1","1","0","1","1","0","0","1","1","0","1","1","0","1","1","1","0","0","1","1","0","0","1","1","","516/778-6174","1","1","0","1","1","1","1","1","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0"
"1","51","655 E. Jericho Turnpike","HUNTINGTON STATION","NY","11746-3609","631/549-4344","US","NE","-73.387156","40.834132","shop.51@meineke.net","Open","LAWRENCE MATARESE","http://www.meineke.com/Center/51.aspx","7:30 AM","6:00 PM","7:30 AM","6:00 PM","NotOpen","NotOpen","(1 Mile east of Route 110, on the corner of Beverly Road)","3","06/21/1976","1","0","1","1","1","1","0","0","1","1","1","0","0","1","0","1","0","1","0","0","1","1","1","0","1","1","0","1","1","1","","631/760-1607","1","1","0","1","1","1","1","1","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0"
